Timestamp,Source_IPv6,Destination_IPv6,Protocol,Length,Info,Attack
817.914664,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=6679, hop limit=64 (request in 1637)",0
818.876088,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=8370, hop limit=64 (reply in 1640)",0
818.876097,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=8370, hop limit=64 (request in 1639)",0
819.87609,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=10080, hop limit=64 (reply in 1642)",0
819.876097,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=10080, hop limit=64 (request in 1641)",0
820.916765,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=11979, hop limit=64 (reply in 1644)",0
820.916776,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=11979, hop limit=64 (request in 1643)",0
821.885833,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=13716, hop limit=64 (reply in 1646)",0
821.885846,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=13716, hop limit=64 (request in 1645)",0
822.916818,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=15478, hop limit=64 (reply in 1648)",0
822.916828,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=15478, hop limit=64 (request in 1647)",0
823.914825,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=17249, hop limit=64 (reply in 1650)",0
823.914831,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=17249, hop limit=64 (request in 1649)",0
824.914498,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=19077, hop limit=64 (reply in 1652)",0
824.914517,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=19077, hop limit=64 (request in 1651)",0
825.903503,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=20901, hop limit=64 (reply in 1654)",0
825.903517,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=20901, hop limit=64 (request in 1653)",0
826.875762,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=22690, hop limit=64 (reply in 1656)",0
826.875769,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=22690, hop limit=64 (request in 1655)",0
827.875331,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=24435, hop limit=64 (reply in 1658)",0
827.875335,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=24435, hop limit=64 (request in 1657)",0
828.931476,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=26283, hop limit=64 (reply in 1660)",0
828.931486,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=26283, hop limit=64 (request in 1659)",0
829.875561,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=27914, hop limit=64 (reply in 1662)",0
829.875568,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=27914, hop limit=64 (request in 1661)",0
830.875557,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=29648, hop limit=64 (reply in 1664)",0
830.875565,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=29648, hop limit=64 (request in 1663)",0
831.902673,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=31405, hop limit=64 (reply in 1666)",0
831.90268,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=31405, hop limit=64 (request in 1665)",0
832.93158,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=33218, hop limit=64 (reply in 1668)",0
832.931593,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=33218, hop limit=64 (request in 1667)",0
833.883941,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=34898, hop limit=64 (reply in 1670)",0
833.883949,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=34898, hop limit=64 (request in 1669)",0
834.884802,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=36670, hop limit=64 (reply in 1672)",0
834.884812,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=36670, hop limit=64 (request in 1671)",0
835.875654,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=38371, hop limit=64 (reply in 1674)",0
835.87566,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=38371, hop limit=64 (request in 1673)",0
836.876356,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=40195, hop limit=64 (reply in 1676)",0
836.876366,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=40195, hop limit=64 (request in 1675)",0
837.889857,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=41988, hop limit=64 (reply in 1678)",0
837.889868,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=41988, hop limit=64 (request in 1677)",0
838.890139,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=43854, hop limit=64 (reply in 1680)",0
838.89015,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=43854, hop limit=64 (request in 1679)",0
839.90476,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=45411, hop limit=64 (reply in 1682)",0
839.904772,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=45411, hop limit=64 (request in 1681)",0
840.903515,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=47111, hop limit=64 (reply in 1684)",0
840.903537,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=47111, hop limit=64 (request in 1683)",0
841.901202,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=48767, hop limit=64 (reply in 1686)",0
841.901212,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=48767, hop limit=64 (request in 1685)",0
842.905854,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=50540, hop limit=64 (reply in 1688)",0
842.905861,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=50540, hop limit=64 (request in 1687)",0
843.875429,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=52368, hop limit=64 (reply in 1690)",0
843.875436,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=52368, hop limit=64 (request in 1689)",0
844.887467,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=54164, hop limit=64 (reply in 1692)",0
844.887473,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=54164, hop limit=64 (request in 1691)",0
845.875424,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=55926, hop limit=64",0
845.875563,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=55927, hop limit=64 (no response found!)",0
846.875605,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=57607, hop limit=64 (reply in 1696)",0
846.87561,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=57607, hop limit=64 (request in 1695)",0
847.887409,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=59419, hop limit=64 (reply in 1698)",0
847.887416,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=59419, hop limit=64 (request in 1697)",0
848.901737,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=61192, hop limit=64 (reply in 1700)",0
848.901744,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=61192, hop limit=64 (request in 1699)",0
849.903232,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=62955, hop limit=64 (reply in 1702)",0
849.903246,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=62955, hop limit=64 (request in 1701)",0
850.917104,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=64717, hop limit=64 (reply in 1704)",0
850.91711,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=64717, hop limit=64 (request in 1703)",0
851.888825,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=765, hop limit=64 (reply in 1706)",0
851.888834,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=765, hop limit=64 (request in 1705)",0
852.901442,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=2567, hop limit=64 (reply in 1708)",0
852.901452,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=2567, hop limit=64 (request in 1707)",0
853.876263,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=4329, hop limit=64 (reply in 1710)",0
853.876269,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=4329, hop limit=64 (request in 1709)",0
854.875384,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=6070, hop limit=64 (reply in 1712)",0
854.875388,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=6070, hop limit=64 (request in 1711)",0
855.915759,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=7768, hop limit=64 (reply in 1714)",0
855.915765,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=7768, hop limit=64 (request in 1713)",0
856.875361,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=9542, hop limit=64 (reply in 1716)",0
856.875364,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=9542, hop limit=64 (request in 1715)",0
857.883337,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=11231, hop limit=64 (reply in 1718)",0
857.883346,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=11231, hop limit=64 (request in 1717)",0
858.875804,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=13135, hop limit=64 (reply in 1720)",0
858.875815,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=13135, hop limit=64 (request in 1719)",0
859.893371,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=14853, hop limit=64 (reply in 1722)",0
859.893383,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=14853, hop limit=64 (request in 1721)",0
860.908921,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=16664, hop limit=64 (reply in 1724)",0
860.908934,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=16664, hop limit=64 (request in 1723)",0
861.880646,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=18311, hop limit=64 (reply in 1726)",0
861.880658,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=18311, hop limit=64 (request in 1725)",0
862.875198,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=20159, hop limit=64 (reply in 1728)",0
862.875202,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=20159, hop limit=64 (request in 1727)",0
863.899527,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=21948, hop limit=64 (reply in 1730)",0
863.899536,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=21948, hop limit=64 (request in 1729)",0
864.897743,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=23829, hop limit=64 (reply in 1732)",0
864.897751,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=23829, hop limit=64 (request in 1731)",0
865.892235,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=25669, hop limit=64 (reply in 1734)",0
865.892241,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=25669, hop limit=64 (request in 1733)",0
866.915997,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=27553, hop limit=64 (reply in 1736)",0
866.916012,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=27553, hop limit=64 (request in 1735)",0
867.881658,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=29265, hop limit=64 (reply in 1738)",0
867.881664,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=29265, hop limit=64 (request in 1737)",0
868.87539,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=31108, hop limit=64 (reply in 1740)",0
868.875398,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=31108, hop limit=64 (request in 1739)",0
869.921051,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=32991, hop limit=64 (reply in 1742)",0
869.921061,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=32991, hop limit=64 (request in 1741)",0
870.875382,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=34695, hop limit=64 (reply in 1744)",0
870.875386,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=34695, hop limit=64 (request in 1743)",0
871.910576,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=36500, hop limit=64 (reply in 1746)",0
871.910588,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=36500, hop limit=64 (request in 1745)",0
872.907144,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=38153, hop limit=64 (reply in 1748)",0
872.907153,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=38153, hop limit=64 (request in 1747)",0
873.905894,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=39870, hop limit=64 (reply in 1750)",0
873.905913,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=39870, hop limit=64 (request in 1749)",0
874.890116,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=41699, hop limit=64 (reply in 1752)",0
874.890128,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=41699, hop limit=64 (request in 1751)",0
875.918044,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=43433, hop limit=64 (reply in 1754)",0
875.918052,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=43433, hop limit=64 (request in 1753)",0
876.875545,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=45022, hop limit=64 (reply in 1756)",0
876.87555,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=45022, hop limit=64 (request in 1755)",0
877.87509,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=46879, hop limit=64",0
877.875182,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=46880, hop limit=64 (no response found!)",0
878.89545,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=48700, hop limit=64 (reply in 1760)",0
878.895456,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=48700, hop limit=64 (request in 1759)",0
879.875438,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=50447, hop limit=64 (reply in 1762)",0
879.875444,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=50447, hop limit=64 (request in 1761)",0
880.895088,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=52224, hop limit=64 (reply in 1764)",0
880.895106,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=52224, hop limit=64 (request in 1763)",0
881.895404,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=54009, hop limit=64 (reply in 1766)",0
881.895412,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=54009, hop limit=64 (request in 1765)",0
882.922499,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=55789, hop limit=64 (reply in 1768)",0
882.922514,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=55789, hop limit=64 (request in 1767)",0
883.875417,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=57398, hop limit=64 (reply in 1770)",0
883.875423,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=57398, hop limit=64 (request in 1769)",0
884.879011,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=59182, hop limit=64 (reply in 1772)",0
884.879022,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=59182, hop limit=64 (request in 1771)",0
885.875461,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=60987, hop limit=64 (reply in 1774)",0
885.875468,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=60987, hop limit=64 (request in 1773)",0
886.876151,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=62692, hop limit=64 (reply in 1776)",0
886.876157,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=62692, hop limit=64 (request in 1775)",0
887.875715,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=64604, hop limit=64 (reply in 1778)",0
887.875726,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=64604, hop limit=64 (request in 1777)",0
888.875163,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=790, hop limit=64",0
888.875271,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=791, hop limit=64 (no response found!)",0
889.884237,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=2521, hop limit=64 (reply in 1782)",0
889.884258,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=2521, hop limit=64 (request in 1781)",0
890.884016,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=4274, hop limit=64 (reply in 1784)",0
890.884024,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=4274, hop limit=64 (request in 1783)",0
891.898779,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=6002, hop limit=64 (reply in 1786)",0
891.898793,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=6002, hop limit=64 (request in 1785)",0
892.905454,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=7792, hop limit=64 (reply in 1788)",0
892.905463,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=7792, hop limit=64 (request in 1787)",0
893.902925,fe80::f03a:fcb7:df24:1071,fe80::3fca:458b:5308:ca09,ICMPv6,118,"Echo (ping) request id=0xa079, seq=9535, hop limit=64 (reply in 1790)",0
893.902944,fe80::3fca:458b:5308:ca09,fe80::f03a:fcb7:df24:1071,ICMPv6,118,"Echo (ping) reply id=0xa079, seq=9535, hop limit=64 (request in 1789)",0
